,names,state,males,females,lat,lng,total_deaths
379,"Spindale, North Carolina",NC,1,0,35.3601212,-81.929271,1
380,"Steele Creek, North Carolina",NC,1,0,35.1134161,-80.9522949,1
381,"Swansboro, North Carolina",NC,1,0,34.6876621,-77.1191166,1
382,"Swift Creek, North Carolina",NC,1,0,35.5031037,-78.3794196,1
383,"Tabor, North Carolina",NC,1,0,36.1190265,-80.3194962,1
384,"Tabor City, North Carolina",NC,4,1,34.1487804,-78.8766916,5
385,"Thomasville, North Carolina",NC,1,0,35.8826369,-80.0819879,1
386,"Transylvania County, North Carolina",NC,1,0,35.1434499,-82.6428035,1
387,"Trent Woods, North Carolina",NC,1,0,35.0821039,-77.0863383,1
388,"Turkey, North Carolina",NC,1,1,34.9923888,-78.183049,2
389,"Union County, North Carolina",NC,1,0,34.9795158,-80.5128209,1
390,"Vass, North Carolina",NC,1,0,35.2562684,-79.2822491,1
391,"Wadesboro, North Carolina",NC,2,0,34.9682097,-80.0767266,2
392,"Wake County, North Carolina",NC,2,1,35.8243208,-78.3146199,3
393,"Wake Forest, North Carolina",NC,1,0,35.9798734,-78.5097228,1
394,"Walstonburg, North Carolina",NC,1,0,35.5946041,-77.6969203,1
395,"Warrenton, North Carolina",NC,1,0,36.3984804,-78.1552706,1
396,"Wendell, North Carolina",NC,1,0,35.780987,-78.3697213,1
397,"Whiteville, North Carolina",NC,1,1,34.3387802,-78.7030721,2
398,"Wilmington, North Carolina",NC,8,0,34.2257282,-77.9447107,8
399,"Wilson, North Carolina",NC,2,0,35.7212689,-77.9155395,2
400,"Wilson County, North Carolina",NC,1,0,35.7059114,-77.9175714,1
401,"Wingate, North Carolina",NC,2,0,34.9843176,-80.4492319,2
402,"Winston-Salem, North Carolina",NC,14,2,36.0998596,-80.244216,16
403,"Wrightsboro, North Carolina",NC,1,0,34.2885025,-77.9210983,1
404,"salisbury, North Carolina",NC,1,0,35.6709727,-80.4742261,1
405,"Alexander, North Carolina",NC,0,1,35.924738,-81.1716315,1
406,"Anson county, North Carolina",NC,0,1,34.9705848,-80.0958187,1
407,"Asheboro, North Carolina",NC,0,1,35.7079146,-79.8136446,1
408,"Cherokee, North Carolina",NC,0,1,35.2470348,-83.7031269,1
409,"Chester, North Carolina",NC,0,1,35.8016663,-78.6598232,1
410,"Cumberland County, North Carolina",NC,0,1,35.0461723,-78.8394255,1
411,"Edgecombe County, North Carolina",NC,0,1,35.8607136,-77.3862562,1
412,"Halifax County, North Carolina",NC,0,1,36.2494056,-77.66834,1
413,"Haywood County, North Carolina",NC,0,1,35.5456202,-82.9907823,1
414,"Lincolnton, North Carolina",NC,0,1,35.473745,-81.2545251,1
415,"Marshall, North Carolina",NC,0,2,35.7973284,-82.6840252,2
416,"Nash County, North Carolina",NC,0,1,35.913166,-77.57809644791669,1
417,"Randolph County , North Carolina",NC,0,1,35.7142874,-79.7975166,1
418,"Red Springs, North Carolina",NC,0,2,34.8151633,-79.183091,2
419,"Woodfin, North Carolina",NC,0,1,35.633444,-82.5820725,1
420,"Aberdeen, South Dakota",SD,1,0,45.4646985,-98.4864829,1
421,"Clear Lake, South Dakota",SD,1,0,44.7457977,-96.6825584,1
422,"Fort Thompson, South Dakota",SD,1,0,44.068601,-99.4378846,1
423,"Huron, South Dakota",SD,1,0,44.3633173,-98.2142572,1
424,"Lake Andes, South Dakota",SD,1,0,43.1563822,-98.5414703,1
425,"Lead, South Dakota",SD,2,0,44.3522065,-103.7651984,2
426,"Onida, South Dakota",SD,1,0,44.7080379,-100.059845,1
427,"Pierre, South Dakota",SD,1,0,44.3683156,-100.3509665,1
428,"Rapid City, South Dakota",SD,2,0,44.0805434,-103.2310149,2
429,"Sioux Falls, South Dakota",SD,2,0,43.5499749,-96.700327,2
430,"Vermillion, South Dakota",SD,1,0,42.7794417,-96.9292104,1
431,"Wagner, South Dakota",SD,1,0,43.0797156,-98.2931342,1
432,"Whitney, South Dakota",SD,1,0,43.8366201,-103.1884552,1
433,"Mitchell, South Dakota",SD,0,1,43.7092877,-98.0298399,1
434,"Abilene, Texas",TX,1,0,32.4838865,-99.71564956803292,1
435,"Alamo, Texas",TX,1,0,26.1822255,-98.11502874909901,1
436,"Alice, Texas",TX,1,1,27.7596485,-98.0707618913295,2
437,"Alto, Texas",TX,1,0,31.6504546,-95.0727175,1
438,"Alton, Texas",TX,2,1,26.2773795,-98.28839274944201,3
439,"Alvin, Texas",TX,2,0,29.28472515,-95.1125557457345,2
440,"Amarillo, Texas",TX,8,0,35.2072185,-101.8338246,8
441,"Anahuac, Texas",TX,1,0,29.7651595,-94.6781374957217,1
442,"Arlington, Texas",TX,13,6,32.701843,-97.13997597541972,19
443,"Arp, Texas",TX,1,0,32.2254332,-95.0577207,1
444,"Atascocita, Texas",TX,1,0,29.9988306,-95.1765978,1
445,"Atascosa, Texas",TX,1,0,28.7924803,-98.139629,1
446,"Athens, Texas",TX,1,0,32.2048735,-95.8555207,1
447,"Austin, Texas",TX,14,3,30.2718065,-97.80359592244258,17
448,"Azle, Texas",TX,1,0,32.896898,-97.5495391,1
449,"Balch Springs, Texas",TX,1,0,32.7194665,-96.61020688490721,1
450,"Bandera, Texas",TX,1,0,29.7233825,-99.07396713048571,1
451,"Bandera County, Texas",TX,1,0,29.7300155,-99.2095738002076,1
452,"Bardwell, Texas",TX,2,1,32.2690354,-96.6961027,3
453,"Bastrop, Texas",TX,2,0,30.0854964,-97.0851637,2
454,"Baytown, Texas",TX,4,0,29.684649,-94.9309393855974,4
455,"Beaumont, Texas",TX,6,2,30.0860459,-94.1018461,8
456,"Beeville, Texas",TX,2,0,28.40995,-97.7480006849458,2
457,"Bellaire, Texas",TX,2,0,29.7076452,-95.4600669383105,2
458,"Benbrook, Texas",TX,1,0,32.696598,-97.445054,1
459,"Bexar County, Texas",TX,4,1,29.4372179,-98.47251137923809,5
460,"Big Spring, Texas",TX,1,1,32.2370195,-101.477732453279,2
461,"Bloomington, Texas",TX,1,0,28.6477735,-96.8924852,1
462,"Bon Wier, Texas",TX,1,0,30.740222,-93.6422252,1
463,"Brenham, Texas",TX,1,0,30.1590475,-96.3954497120726,1
464,"Brownfield, Texas",TX,1,1,33.173755,-102.269261890315,2
465,"Brownsville, Texas",TX,2,0,25.9140256,-97.4890856,2
466,"Bryan, Texas",TX,2,0,30.6743643,-96.3699632,2
467,"Burleson, Texas",TX,1,0,30.4764878,-96.6353488,1
468,"Carrollton, Texas",TX,1,0,32.9537349,-96.8902816,1
469,"Cedar Hill, Texas",TX,2,1,32.5871635,-96.9621115125276,3
470,"Center, Texas",TX,1,0,31.793327,-94.17756845102079,1
471,"Cibolo, Texas",TX,1,0,29.561618,-98.2269553,1
472,"Cleburne, Texas",TX,1,0,32.357629,-97.40859189283329,1
473,"Colleyville, Texas",TX,1,0,32.8919275,-97.1555057525678,1
474,"Columbus, Texas",TX,1,0,29.7042695,-96.55486088832069,1
475,"Comal County, Texas",TX,1,0,29.8180854,-98.2889577956694,1
476,"Conroe, Texas",TX,4,0,30.393222,-95.6401663824086,4
477,"Copperas Cove, Texas",TX,1,0,31.124062,-97.9030785,1
478,"Corinth, Texas",TX,1,0,33.141452,-97.06734237340592,1
479,"Corpus Christi, Texas",TX,7,1,27.823713,-97.41739794352941,8
480,"Corsicana, Texas",TX,1,1,32.0756495,-96.49526755427709,2
481,"Crosby, Texas",TX,1,0,33.4089784,-101.1483729,1
482,"Crowley, Texas",TX,1,0,32.5767335,-97.3585231380221,1
483,"Cypress, Texas",TX,5,2,29.9691116,-95.6971686,7
484,"Dale, Texas",TX,1,0,29.9274436,-97.5644418,1
485,"Dallas, Texas",TX,90,14,32.7801052,-96.8000082,104
486,"DeSoto, Texas",TX,1,3,29.390781,-98.526798,4
487,"Deadwood, Texas",TX,1,0,32.1398851,-94.1418587,1
488,"Del Valle, Texas",TX,1,0,30.2107669,-97.6547243,1
489,"Denison, Texas",TX,1,0,33.706201,-96.5844466439732,1
490,"Denton, Texas",TX,3,3,33.2375905,-97.1306609813245,6
491,"Denton County, Texas",TX,1,0,33.0265105,-96.8635139,1
492,"Donna, Texas",TX,3,0,26.1702082,-98.0522376,3
493,"Dove Creek, Texas",TX,1,0,30.5056054,-97.6717672,1
494,"Duncanville, Texas",TX,1,1,32.647691,-96.9170435699782,2
495,"Eden, Texas",TX,1,0,31.2161476,-99.8454772,1
496,"Edinburg, Texas",TX,1,0,26.2527695,-98.19367824779209,1
497,"El Paso, Texas",TX,10,2,31.81113155,-106.501349289734,12
498,"Elgin, Texas",TX,1,0,30.35517,-97.39176157067058,1
499,"Euless, Texas",TX,2,0,32.84610745,-97.06673834300649,2
500,"Fairview, Texas",TX,2,0,33.1578952,-96.6316593,2
501,"Fannett, Texas",TX,1,0,29.9260395,-94.2504458,1
502,"Flower Mound, Texas",TX,2,0,33.036426,-97.1165370693961,2
503,"Forney, Texas",TX,1,1,32.74630795,-96.4516126964338,2
504,"Fort Bend County, Texas",TX,3,0,29.5253232,-95.74496432204559,3
505,"Fort Hood, Texas",TX,3,0,31.13,-97.78,3
506,"Fort Worth, Texas",TX,41,7,32.693397,-97.4706709166667,48
507,"Franklin County, Texas",TX,1,0,33.175972,-95.2183923866996,1
508,"Freeport, Texas",TX,1,0,28.9427765,-95.35460112430641,1
509,"Galveston, Texas",TX,1,0,29.2332775,-94.8601599769047,1
510,"Garland, Texas",TX,5,1,32.912624,-96.6388833,6
511,"Glen Rose, Texas",TX,2,0,32.243494,-97.74953982023659,2
512,"Godley, Texas",TX,1,0,32.449029,-97.5266886,1
513,"Gonzales County, Texas",TX,1,0,29.447222,-97.50258531238269,1
514,"Granbury, Texas",TX,3,0,32.433278,-97.759011,3
515,"Grand Prairie, Texas",TX,7,3,32.65764395,-97.0285689717472,10
516,"Grapevine, Texas",TX,2,1,32.936068,-97.06737195223559,3
517,"Greenville, Texas",TX,2,0,33.112278,-96.117602582763,2
518,"Haltom City, Texas",TX,1,0,32.8202545,-97.2705573099683,1
519,"Hardin County, Texas",TX,1,0,30.3142215,-94.38791439660558,1
520,"Harlingen, Texas",TX,1,0,26.1906306,-97.6961026,1
521,"Harper, Texas",TX,1,0,30.2999195,-99.2442144,1
522,"Harris County, Texas",TX,22,3,29.8152236,-94.9176032,25
523,"Harrison County, Texas",TX,1,0,32.5599535,-94.3728164200457,1
524,"Hays County , Texas",TX,1,0,30.0548461,-98.02402563516091,1
525,"Hearne, Texas",TX,1,0,30.87819,-96.5956469060742,1
526,"Hebbronville, Texas",TX,1,0,27.3068397,-98.6780811,1
527,"Henderson, Texas",TX,1,0,32.0884931,-95.4718003,1
528,"Hereford, Texas",TX,1,0,34.8150622,-102.3977036,1
529,"Hidalgo County, Texas",TX,1,0,26.410046,-98.18764702708651,1
530,"Highland Village, Texas",TX,1,0,33.09461,-97.0577207699745,1
531,"Highlands, Texas",TX,2,0,29.818836,-95.0560404,2
532,"Hitchcock, Texas",TX,1,1,29.261449,-95.0175285670541,2
533,"Honey Grove, Texas",TX,1,1,33.5834377,-95.9099681,2
534,"Houston, Texas",TX,204,32,29.9519265,-95.54091698405242,236
535,"Hubbard, Texas",TX,1,0,31.8484935,-96.797215,1
536,"Hudson Bend, Texas",TX,1,0,30.4171444,-97.9291787,1
537,"Ingleside, Texas",TX,1,0,27.8666025,-97.2067479147068,1
538,"Irving, Texas",TX,2,2,32.862876,-96.9791392558391,4
539,"Jasper, Texas",TX,1,0,30.2743745,-93.9056287,1
540,"Katy, Texas",TX,2,2,29.7929303,-95.8296651465649,4
541,"Kaufman, Texas",TX,1,0,32.565973,-96.3067015913235,1
542,"Keller, Texas",TX,1,1,32.9357105,-97.22896927141491,2
543,"Kerrville, Texas",TX,1,0,30.0474332,-99.1403189,1
544,"Killeen, Texas",TX,9,3,31.1171194,-97.7277959,12
545,"Kountze, Texas",TX,1,0,30.37432,-94.31679797679001,1
546,"Lancaster, Texas",TX,3,0,32.598302,-96.77512111282441,3
547,"Laredo, Texas",TX,3,0,27.506407,-99.5075421,3
548,"Las Yescas, Texas",TX,1,0,26.2228516,-97.5058182,1
549,"League City, Texas",TX,1,0,29.5074538,-95.0949303,1
550,"Leander, Texas",TX,1,1,30.57814,-97.8425888879418,2
551,"Lewisville, Texas",TX,2,0,33.042576,-96.9662897276534,2
552,"Little Elm, Texas",TX,1,1,33.1626194,-96.9375051,2
553,"Live Oak, Texas",TX,1,1,28.170008,-97.8471215,2
554,"Longview, Texas",TX,2,1,32.5065765,-94.75150988513019,3
555,"Lopezville, Texas",TX,1,0,26.2382939,-98.1595151,1
556,"Lubbock, Texas",TX,9,1,33.5778631,-101.8551665,10
557,"Mansfield, Texas",TX,1,1,32.5643835,-97.1121036778354,2
558,"Marshall, Texas",TX,1,0,32.5311225,-94.3446130081966,1
559,"Maypearl, Texas",TX,2,0,32.3132003,-97.0116691,2
560,"McAllen, Texas",TX,1,0,26.2260035,-98.2373177181604,1
561,"McCamey, Texas",TX,1,0,31.135591,-102.2244427,1
562,"McGregor, Texas",TX,1,0,31.4388265,-97.4067399791469,1
563,"McKinney, Texas",TX,1,0,33.1976496,-96.6154471,1
564,"Mercedes, Texas",TX,2,0,26.1497977,-97.9136112,2
565,"Mesquite, Texas",TX,3,3,32.7666103,-96.599472,6
566,"Midland, Texas",TX,1,1,31.83688,-102.0103767,2
567,"Midland County, Texas",TX,1,0,31.86918585,-102.031586918774,1
568,"Mission, Texas",TX,1,0,26.1985485,-98.31028620466171,1
569,"Montgomery County, Texas",TX,2,1,30.1791039,-95.1623323,3
570,"Morgan's Point, Texas",TX,1,1,29.6793945,-94.9899276,2
571,"Mount Enterprise, Texas",TX,1,0,31.9179473,-94.6810439,1
572,"Nacogdoches County, Texas",TX,2,0,31.536146,-94.59451605196631,2
573,"Natalia, Texas",TX,1,0,29.189684,-98.8625269,1
574,"New Boston, Texas",TX,1,0,33.460448,-94.4201115730663,1
575,"New Braunfels, Texas",TX,2,0,29.7029248,-98.12469,2
576,"North Austin, Texas",TX,1,0,30.36815625,-97.7066873868812,1
577,"North Richland Hills, Texas",TX,1,0,32.8601325,-97.21205489622321,1
578,"Oak Cliff, Texas",TX,6,0,29.7104586,-98.1460417,6
579,"Oak Point, Texas",TX,1,0,33.17777,-96.9888556964332,1
580,"Odessa, Texas",TX,3,1,31.8457149,-102.367687,4
581,"Palmhurst, Texas",TX,1,0,26.2584053,-98.3180712,1
582,"Palmview, Texas",TX,4,1,26.2283965,-98.36749676775179,5
583,"Pampa, Texas",TX,1,0,35.547907,-100.967731112225,1
584,"Paris, Texas",TX,6,0,33.6751155,-95.5502662477703,6
585,"Parker County, Texas",TX,1,0,32.777937,-97.80382533102991,1
586,"Pasadena, Texas",TX,1,0,29.6910625,-95.2091006,1
587,"Pearland, Texas",TX,4,2,29.547838,-95.3838393834951,6
588,"Pearsall, Texas",TX,1,1,28.8921939,-99.095033,2
589,"Plano, Texas",TX,2,1,33.0136764,-96.6925096,3
590,"Pleasant Grove, Texas",TX,2,0,32.0212766,-94.9554951,2
591,"Port Arthur, Texas",TX,4,3,29.8988258,-93.9287815,7
592,"Porter Heights, Texas",TX,1,1,30.1579383,-95.3203117,2
593,"Quitman, Texas",TX,1,1,32.793739,-95.44645739603891,2
594,"Rice, Texas",TX,4,1,32.2437586,-96.4985967,5
595,"Richardson, Texas",TX,1,1,32.9481789,-96.7297206,2
596,"Richmond, Texas",TX,2,0,29.5893005,-95.7667299588989,2
597,"Robinson, Texas",TX,1,1,31.4676687,-97.1147226,2
598,"Rockwall, Texas",TX,1,3,32.8967899,-96.2982136,4
599,"Rusk, Texas",TX,1,0,31.8762825,-94.5339953,1
600,"San Angelo, Texas",TX,1,1,31.432144,-100.454467551013,2
601,"San Antonio, Texas",TX,64,12,29.4246002,-98.4951405,76
602,"San Leon, Texas",TX,1,0,29.4832863,-94.9221465,1
603,"San Marcos, Texas",TX,1,1,29.8826436,-97.9405828,2
604,"Sand Springs, Texas",TX,1,0,32.2826198,-101.3509559,1
605,"Sands Springs, Texas",TX,1,0,29.976767,-95.182283,1
606,"Seminole, Texas",TX,1,1,32.7247135,-102.650385348958,2
607,"Snook, Texas",TX,1,0,30.488816,-96.4644102,1
608,"Snyder, Texas",TX,1,0,32.712745,-100.91286976556299,1
609,"Southlake, Texas",TX,1,0,32.962582,-97.15113515099091,1
610,"Spring, Texas",TX,4,1,30.0798826,-95.4172549,5
611,"Stafford, Texas",TX,4,0,29.6234075,-95.5642096263499,4
612,"Stone Oak, Texas",TX,1,0,29.6437381,-98.4952228,1
613,"Tarrant County, Texas",TX,1,0,32.6316957,-97.0737574,1
614,"Taylor Lake Village, Texas",TX,1,0,29.5774867,-95.05744773949779,1
615,"Temple, Texas",TX,3,0,31.098207,-97.3427847,3
616,"Terrell, Texas",TX,3,3,29.9351964,-101.8203006,6
617,"Texarkana, Texas",TX,2,2,33.441418,-94.0738243416923,4
618,"Texas City, Texas",TX,2,0,29.4336705,-94.91931924842692,2
619,"The Woodlands, Texas",TX,1,0,30.1733046,-95.5047303,1
620,"Three Rivers, Texas",TX,1,0,28.4602717,-98.1825071,1
621,"Tidwell, Texas",TX,2,0,33.2095584,-96.1013617,2
622,"Tyler, Texas",TX,4,2,32.330625,-95.30742082134441,6
623,"Universal City, Texas",TX,1,0,29.5480071,-98.2911235,1
624,"Vidor, Texas",TX,1,0,30.138118,-93.9843424111247,1
625,"Waco, Texas",TX,5,2,31.549333,-97.1466695,7
626,"Wall, Texas",TX,2,0,31.3740524,-100.3075869,2
627,"Waxahachie, Texas",TX,2,1,32.40549,-96.83891771821699,3
628,"Waxahachie , Texas",TX,1,0,32.388547,-96.9288416859837,1
629,"Weatherford, Texas",TX,3,0,32.7647075,-97.68189195542548,3
630,"Webster, Texas",TX,1,1,29.5377315,-95.1182645,2
631,"Weslaco, Texas",TX,2,0,26.15592,-97.9804635472487,2
632,"Wharton, Texas",TX,1,0,29.255248,-95.8998532,1
633,"Wichita Falls, Texas",TX,5,0,33.9161075,-98.5067371043467,5
634,"Wolfforth, Texas",TX,2,0,33.5059189,-102.0090575,2
635,"Bloomburg, Texas",TX,0,1,33.1379088,-94.0574061,1
636,"Brownwood, Texas",TX,0,1,31.7337655,-98.98583484920059,1
637,"Canton, Texas",TX,0,1,32.560651,-95.87126756114701,1
638,"Concho County, Texas",TX,0,1,31.3336505,-99.8596769413311,1
639,"Elmendorf, Texas",TX,0,1,29.2581166,-98.301671989788,1
640,"Fairfield, Texas",TX,0,1,31.7164755,-96.172884780441,1
641,"Gilmer, Texas",TX,0,1,32.729852,-94.952109572207,1
642,"Grape Creek, Texas",TX,0,1,31.5793231,-100.5475979,1
643,"Joshua, Texas",TX,0,1,32.4615291,-97.3880732,1
644,"Kilgore, Texas",TX,0,1,32.39331,-94.86476473465571,1
645,"Nederland, Texas",TX,0,1,29.9827965,-94.001875861322,1
646,"Panther Creek, Texas",TX,0,1,30.1658518,-95.4923714,1
647,"Round Rock, Texas",TX,0,2,30.572587,-97.6483833986758,2
648,"Saginaw, Texas",TX,0,1,32.85141,-97.3658154301618,1
649,"West Bexar County, Texas",TX,0,1,29.4200763,-98.5721016,1
650,"Willacy County, Texas",TX,0,1,26.45598445,-97.58654844151009,1
651,"Absarokee, Montana",MT,1,0,45.5204982,-109.4429444,1
652,"Anaconda, Montana",MT,1,0,46.1285369,-112.9422641,1
653,"Augusta, Montana",MT,1,0,47.4927251,-112.3922458,1
654,"Belgrade, Montana",MT,1,0,45.7732787,-111.1845352,1
655,"Billings, Montana",MT,11,1,45.7874957,-108.49607,12
656,"Bozeman, Montana",MT,1,0,45.6799842,-111.0446748,1
657,"Butte, Montana",MT,1,0,45.9838436,-112.5007277,1
658,"Cedar Hill, Montana",MT,1,0,46.0938178,-111.4057971,1
659,"Evergreen, Montana",MT,1,0,48.2258788,-114.2762514,1
660,"Florence, Montana",MT,1,0,46.6315897,-114.0789959,1
661,"Great Falls, Montana",MT,1,0,47.506188,-111.231405298865,1
662,"Havre, Montana",MT,1,0,48.549999,-109.6840887,1
663,"Helena, Montana",MT,2,0,46.5927122,-112.036109,2
664,"Missoula, Montana",MT,2,0,46.8795445,-113.921434505587,2
665,"St. Regis, Montana",MT,1,0,47.2993743,-115.1026388,1
666,"Townsend, Montana",MT,1,0,46.3190976,-111.5208023,1
667,"Whitefish, Montana",MT,3,0,48.4099506,-114.3342212,3
668,"Acampo, California",CA,3,0,38.1746398,-121.2785588,3
669,"Adelanto, California",CA,2,1,34.579452,-117.336473432733,3
670,"Alameda, California",CA,1,0,37.7652065,-122.2416355,1
671,"Alameda County, California",CA,2,0,37.67988045,-121.90767370056999,2
672,"Alhambra, California",CA,2,0,34.0855425,-118.13441945506099,2
673,"Altadena, California",CA,1,0,34.1938705,-118.136502410495,1
674,"Anaheim, California",CA,4,0,33.8347516,-117.911732,4
675,"Angeles National Forest, California",CA,1,0,34.141436,-117.798525,1
676,"Antioch, California",CA,11,1,37.9755365,-121.793642692233,12
677,"Apple Valley, California",CA,2,0,34.537838,-117.219160542915,2
678,"Arcata, California",CA,1,1,40.8665166,-124.0828396,2
679,"Arleta, California",CA,1,0,34.2675168,-118.4516963,1
680,"Arlington Heights, California",CA,1,0,40.055725,-120.8902318,1
681,"Aromas, California",CA,2,0,36.8763115,-121.643022142846,2
682,"Arroyo Grande, California",CA,3,0,35.1241377,-120.580416690972,3
683,"Artesia, California",CA,2,0,33.8611649,-118.0782044,2
684,"Athens, California",CA,1,0,33.9200153,-118.2811844,1
685,"Atwater, California",CA,2,1,37.353364,-120.603307202474,3
686,"Auburn, California",CA,1,0,38.89575015,-121.071632729018,1
687,"Azusa, California",CA,2,0,34.1338751,-117.9056046,2
688,"Bakersfield, California",CA,18,2,35.223234,-118.95361663035801,20
689,"Baldwin Park, California",CA,2,0,34.0811095,-117.964517855105,2
690,"Ballico, California",CA,1,0,37.4543809,-120.7060337,1
691,"Banning, California",CA,2,0,33.96869745,-116.933657179283,2
692,"Barstow, California",CA,2,0,34.8957684,-117.0172077,2
693,"Bayview, California",CA,2,0,40.7726266,-124.1839502,2
694,"Bel-Air, California",CA,1,0,34.07094015,-118.446702633043,1
695,"Bell Gardens, California",CA,1,0,33.96561315,-118.152893298018,1
696,"Bellflower, California",CA,1,0,33.8825705,-118.1167679,1
697,"Berkeley, California",CA,5,0,37.8707755,-122.30185252021201,5
698,"Bonita, California",CA,1,0,32.6648235,-117.01586891226101,1
699,"Boyle Heights, California",CA,1,0,34.0331656,-118.2048648,1
700,"Brawley, California",CA,1,0,33.0185295,-115.51593622179001,1
701,"Brea, California",CA,1,0,33.9181945,-117.8994423,1
702,"Burlingame, California",CA,1,0,37.58788275,-122.36274165918199,1
703,"Burson, California",CA,1,0,38.1838079,-120.8904938,1
704,"Cabazon, California",CA,1,0,33.90848725,-116.779315447575,1
705,"Calexico, California",CA,1,0,32.6858415,-115.491576158431,1
706,"California, California",CA,1,0,37.786376,-122.2902807,1
707,"California City, California",CA,1,1,35.1457415,-117.957901319624,2
708,"Camino, California",CA,1,0,38.7382366,-120.6749302,1
709,"Campbell, California",CA,2,1,37.28077545,-121.94971703802,3
710,"Capitola, California",CA,1,0,36.97481995,-121.956979349893,1
711,"Carlsbad, California",CA,2,0,33.1580933,-117.3505939,2
712,"Carson, California",CA,3,0,33.8394267,-118.247031555986,3
713,"Castro Valley, California",CA,1,0,37.7158075,-122.090312052943,1
714,"Ceres, California",CA,1,0,37.5972605,-120.94785635634001,1
715,"Chico, California",CA,1,1,39.7578465,-121.825710737511,2
716,"Chino Hills, California",CA,2,0,33.9926803,-117.760056,2
717,"Citrus Heights, California",CA,3,0,38.6931659,-121.293648092323,3
718,"Clearlake, California",CA,1,0,38.9573975,-122.626309056056,1
719,"Coachella, California",CA,1,0,33.6795519,-116.176338,1
720,"Coarsegold, California",CA,1,0,37.2621687,-119.7009834,1
721,"Colton, California",CA,1,0,34.05710205,-117.323778193832,1
722,"Commerce, California",CA,1,0,33.99507245,-118.144500755116,1
723,"Compton, California",CA,15,1,33.9136248,-118.2468201,16
724,"Corona, California",CA,2,3,33.8594315,-117.551191741327,5
725,"Covelo, California",CA,1,0,39.802415,-123.247792937936,1
726,"Crescent City, California",CA,1,0,41.852958,-124.149809424351,1
727,"Cudahy, California",CA,1,0,33.9626205,-118.181598022271,1
728,"Culver City, California",CA,1,0,34.0211224,-118.3964665,1
729,"Del Ray, California",CA,1,0,33.9852896,-118.4253554,1
730,"Del Rey, California",CA,1,0,36.655975,-119.599864735914,1
731,"Delano, California",CA,4,0,35.750376,-119.324115526073,4
